Epoch_ms,FSR-1,FSR-2,FSR-3,FSR-4,FSR-5,FSR-6
1769641171081,0,0,0,0,0,0
1769641171083,0,0,0,0,0,0
1769641171084,0,0,0,0,0,0
1769641171086,0,0,0,0,0,0
1769641171087,0,0,0,0,0,0
1769641171089,0,0,0,0,0,0
1769641171090,0,0,0,0,0,0
1769641171091,0,0,0,0,0,0
1769641171093,0,0,0,0,0,0
1769641171094,0,0,0,0,0,0
1769641171096,0,0,0,0,0,0
1769641171097,0,0,0,0,0,0
1769641171099,0,0,0,0,0,0
1769641171100,0,0,0,0,0,0
1769641171101,0,0,0,0,0,0
1769641171103,0,0,0,0,0,0
1769641171104,0,0,0,0,0,0
1769641171106,0,0,0,0,0,0
1769641171107,0,0,0,0,0,0
1769641171109,0,0,0,0,0,0
1769641171110,0,0,0,0,0,0
1769641171111,0,0,0,0,0,0
1769641171113,0,0,0,0,0,0
1769641171114,0,0,0,0,0,0
1769641171116,0,0,0,0,0,0
1769641171117,0,0,0,0,0,0
1769641171119,0,0,0,0,0,0
1769641171120,0,0,0,0,0,0
1769641171121,0,0,0,0,0,0
1769641171123,0,0,0,0,0,0
1769641171124,0,0,0,0,0,0
1769641171126,0,0,0,0,0,0
1769641171127,0,0,0,0,0,0
1769641171128,0,0,0,0,0,0
1769641171130,0,0,0,0,0,0
1769641171131,0,0,0,0,0,0
1769641171133,0,0,0,0,0,0
1769641171134,0,0,0,0,0,0
1769641171136,0,0,0,0,0,0
1769641171137,0,0,0,0,0,0
1769641171138,0,0,0,0,0,0
1769641171140,0,0,0,0,0,0
1769641171141,0,0,0,0,0,0
1769641171143,0,0,0,0,0,0
1769641171144,0,0,0,0,0,0
1769641171146,0,0,0,0,0,0
1769641171147,0,0,0,0,0,0
1769641171148,0,0,0,0,0,0
1769641171150,0,0,0,0,0,0
1769641171151,0,0,0,0,0,0
1769641171153,0,0,0,0,0,0
